,Amount,Consume,Necessity,Days
12471,628,32,High,17
12472,59,18,Low,7
12473,98,16,High,7
12474,536,30,Low,17
12475,672,7,Low,88
12476,370,13,High,26
12477,780,3,High,255
12478,618,4,Medium,133
12479,844,12,Medium,63
12480,182,13,Low,15
12481,632,33,Low,22
12482,132,3,High,33
12483,106,22,High,3
12484,425,45,Medium,8
12485,398,39,High,12
12486,320,15,Low,22
12487,532,46,High,13
12488,160,17,High,11
12489,918,4,High,205
12490,936,49,High,19
12491,125,43,High,4
12492,207,23,Medium,7
12493,581,33,Medium,17
12494,982,33,Low,29
12495,692,10,Medium,67
12496,378,10,High,33
12497,171,24,Medium,3
12498,216,1,Medium,147
12499,971,39,Low,24
12500,691,3,Low,181
12501,72,24,Low,1
12502,328,32,High,12
12503,812,34,Low,23
12504,518,3,Medium,133
12505,449,21,Medium,23
12506,58,29,Medium,5
12507,62,4,Low,17
12508,973,7,Low,127
12509,972,33,High,27
12510,868,26,Low,30
12511,881,8,Medium,95
12512,101,27,High,1
12513,258,45,Medium,3
12514,661,32,Low,17
12515,754,4,High,160
12516,240,8,Low,29
12517,100,21,Medium,5
12518,442,40,Low,9
12519,702,14,Low,46
12520,729,31,Low,23
12521,872,21,Medium,41
12522,670,12,Low,54
12523,768,26,Medium,27
12524,988,40,High,28
12525,349,41,Medium,9
12526,671,42,Medium,17
12527,245,17,Low,11
12528,466,39,Medium,9
12529,713,11,High,61
12530,469,37,Medium,14
12531,804,47,Low,14
12532,666,22,Low,32
12533,571,32,Low,16
12534,405,35,Medium,9
12535,197,9,Low,19
12536,414,48,High,8
12537,413,31,High,15
12538,701,9,High,79
12539,451,39,Medium,7
12540,655,4,High,133
12541,541,7,Medium,66
12542,278,29,Low,10
12543,624,30,Low,22
12544,901,34,Medium,25
12545,586,20,Low,32
12546,454,48,High,10
12547,842,14,Low,63
12548,60,35,Low,3
12549,369,46,Medium,9
12550,762,34,High,21
12551,175,34,Low,6
12552,355,11,Low,28
12553,751,27,Medium,29
12554,138,35,High,3
12555,404,49,High,6
12556,677,2,High,254
12557,401,4,Medium,94
12558,738,4,High,149
12559,63,37,High,1
12560,306,7,High,38
12561,258,31,High,5
12562,330,16,High,18
12563,492,23,High,21
12564,889,11,Medium,73
12565,886,43,High,20
12566,438,29,Low,17
12567,666,47,Medium,13
12568,532,29,Low,21
12569,196,7,Low,29
12570,328,9,High,35
12571,570,49,Low,11
12572,679,36,Low,18
12573,655,3,Low,192
12574,483,35,High,17
12575,193,21,High,10
12576,338,16,High,24
12577,435,8,Medium,48
12578,306,4,High,74
12579,395,15,Low,28
12580,747,16,High,43
12581,394,8,Low,50
12582,449,25,High,17
12583,256,1,High,165
12584,907,15,High,57
12585,992,46,High,19
12586,221,16,High,17
12587,513,18,High,27
12588,319,24,High,11
12589,270,28,Low,10
12590,201,40,Medium,6
12591,672,10,Medium,65
12592,232,43,High,6
12593,448,38,Medium,12
12594,900,36,Low,27
12595,121,5,Low,23
12596,467,2,Low,225
12597,947,30,Medium,32
12598,332,43,Medium,2
12599,123,29,Medium,5
12600,404,11,High,38
12601,776,5,Low,144
12602,546,35,Low,12
12603,377,36,High,13
12604,584,9,Medium,60
12605,959,21,Medium,48
12606,496,29,High,15
12607,422,35,Medium,12
12608,411,40,High,7
12609,142,30,Medium,4
12610,370,6,High,55
12611,373,34,Low,11
12612,433,49,High,5
12613,624,45,Medium,13
12614,785,43,Low,16
12615,786,15,Medium,48
12616,930,37,Medium,26
12617,395,42,High,7
12618,898,34,High,25
12619,152,13,Medium,11
12620,264,47,High,6
12621,241,23,Medium,6
12622,721,7,High,97
12623,933,6,High,147
12624,768,32,Medium,26
12625,830,22,Low,37
12626,243,5,High,40
12627,429,37,Medium,11
12628,452,40,Low,10
12629,713,36,High,20
12630,798,10,High,76
12631,649,34,Medium,16
12632,60,1,High,41
12633,236,15,Medium,16
12634,775,20,Medium,39
12635,64,41,High,2
12636,827,20,Low,45
12637,346,1,High,225
12638,460,18,Low,24
12639,634,25,High,25
12640,689,47,High,17
12641,77,9,Low,7
12642,626,10,Low,58
12643,66,9,High,2
12644,400,39,High,8
12645,699,7,Low,95
12646,880,27,High,31
12647,278,13,Medium,23
12648,815,5,High,150
12649,259,18,Low,18
12650,480,14,High,36
12651,343,26,High,14
12652,792,48,Medium,13
12653,802,7,High,114
12654,631,19,Medium,29
12655,153,46,Low,3
12656,253,43,Low,2
12657,102,20,High,8
12658,989,35,Medium,28
12659,424,5,Low,79
12660,891,35,High,23
12661,103,48,High,2
12662,325,27,High,10
12663,384,25,High,14
12664,80,10,High,3
12665,184,32,Medium,3
12666,107,29,High,1
12667,154,32,High,5
12668,315,2,High,138
12669,571,27,High,22
12670,545,30,High,17
12671,302,11,High,27
12672,717,14,Low,51
12673,207,35,Low,8
12674,598,30,High,20
12675,680,42,Medium,14
12676,116,15,High,8
12677,803,45,Medium,17
12678,348,37,Medium,5
12679,512,20,Medium,27
12680,774,5,Medium,134
12681,869,13,Medium,65
12682,150,47,Low,3
12683,105,16,High,9
12684,381,17,Low,20
12685,885,10,Low,85
12686,800,40,High,21
12687,442,14,Low,29
12688,792,17,High,48
12689,923,21,High,41
12690,430,22,High,20
12691,141,21,High,6
12692,840,25,Medium,31
12693,496,40,Medium,14
12694,158,41,Low,1
12695,366,40,High,10
12696,217,5,High,31
12697,861,40,High,22
12698,969,6,High,143
12699,484,7,Medium,67
12700,491,47,Medium,10
12701,267,41,Medium,9
12702,271,28,Low,11
12703,722,43,High,12
12704,577,49,Medium,10
12705,327,30,Medium,10
12706,618,31,High,20
12707,623,37,Medium,16
12708,924,12,High,73
12709,515,9,High,54
12710,888,38,Medium,20
12711,803,17,Low,42
12712,651,7,High,87
12713,633,16,Low,36
12714,887,18,Medium,46
12715,408,35,High,12
12716,968,27,Medium,37
12717,337,48,Low,9
12718,135,45,Medium,2
12719,283,26,Medium,10
12720,796,45,Medium,17
12721,362,20,Low,16
12722,414,12,High,34
12723,826,12,High,68
12724,848,33,Medium,27
12725,888,25,Medium,34
12726,954,33,Low,27
12727,318,34,Medium,6
12728,180,3,Low,50
12729,852,27,Low,31
12730,838,10,Medium,80
12731,881,31,High,32
12732,400,28,Low,17
12733,229,29,High,7
12734,851,15,Low,54
12735,529,32,Medium,14
12736,938,41,Low,23
12737,212,49,Low,4
12738,832,42,High,18
12739,937,28,Medium,33
12740,145,10,Low,15
12741,823,34,Medium,28
12742,559,46,High,8
12743,414,11,Medium,34
12744,402,13,Medium,29
12745,849,8,High,102
12746,485,37,Low,16
12747,132,20,Low,8
12748,274,4,Medium,63
12749,461,43,Low,9
12750,784,28,High,24
12751,167,17,Medium,7
12752,531,17,Medium,30
12753,241,15,Low,16
12754,640,23,Low,30
12755,639,17,Low,33
12756,708,27,Medium,25
12757,156,38,Low,2
12758,431,34,Medium,15
12759,832,15,Low,52
12760,439,26,Medium,16
12761,293,42,Medium,4
12762,634,4,Medium,148
12763,918,4,Low,193
12764,517,28,Low,16
12765,915,32,High,26
12766,983,11,Medium,87
12767,587,37,Low,14
12768,259,32,High,10
12769,653,46,High,15
12770,686,9,Low,76
12771,996,37,Medium,24
12772,122,5,High,21
12773,684,28,High,24
12774,358,28,Medium,16
12775,745,20,Low,35
12776,748,42,Medium,18
12777,639,26,Low,26
12778,909,11,High,76
12779,235,37,Medium,6
12780,302,41,High,4
12781,62,42,High,2
12782,348,41,Low,7
12783,125,8,High,16
12784,100,31,Medium,3
12785,198,42,Medium,4
12786,780,36,Low,17
12787,171,27,Medium,8
12788,260,36,Low,10
12789,329,5,High,57
12790,587,26,High,21
12791,734,15,Low,51
12792,287,42,Low,7
12793,425,36,High,14
12794,131,46,Low,1
12795,541,17,High,28
12796,405,45,High,11
12797,974,16,Medium,55
12798,322,36,High,10
12799,629,37,Low,17
12800,93,1,Low,51
12801,622,18,Low,33
12802,172,1,High,91
12803,398,49,High,7
12804,757,6,Medium,105
12805,379,27,Medium,10
12806,458,39,Low,9
12807,372,10,High,35
12808,160,24,Low,4
12809,819,30,Low,26
12810,138,8,Low,15
12811,482,39,Medium,10
12812,759,15,Low,48
12813,843,11,Medium,76
12814,761,28,High,26
12815,148,21,Low,8
12816,588,46,Medium,12
12817,650,44,High,15
12818,195,24,Medium,8
12819,743,18,Low,42
12820,306,16,High,18
12821,238,14,High,15
12822,289,27,High,11
12823,920,40,Medium,20
12824,948,16,Medium,59
12825,552,10,Medium,53
12826,757,24,High,31
12827,858,4,Low,195
12828,726,35,Low,19
12829,868,26,High,31
12830,320,25,Low,14
12831,569,15,High,39
12832,599,45,Low,13
12833,163,5,Low,30
12834,388,43,Low,6
12835,617,19,Medium,28
12836,992,44,Medium,19
12837,408,36,High,12
12838,699,6,Medium,110
12839,663,41,High,17
12840,383,34,Medium,8
12841,218,7,Medium,28
12842,388,32,Medium,9
12843,847,33,Medium,22
12844,310,37,High,4
12845,936,36,High,23
12846,784,33,Low,27
12847,248,38,Low,9
12848,260,29,Low,9
12849,336,13,Medium,23
12850,741,45,Low,15
12851,792,18,Low,40
12852,521,36,Low,13
12853,531,21,Low,25
12854,72,2,Low,30
12855,609,4,Low,138
12856,158,32,High,3
12857,345,48,Medium,10
12858,599,25,Medium,20
12859,730,16,Low,42
12860,917,13,Medium,64
12861,252,14,Medium,17
12862,374,23,Low,12
12863,874,10,Medium,81
12864,834,5,Medium,157
12865,293,36,Low,7
12866,376,44,Medium,8
12867,96,46,Low,1
12868,810,31,High,26
12869,640,3,Low,179
12870,671,37,High,14
12871,62,6,Medium,9
12872,956,33,Low,28
12873,429,39,Medium,9
12874,414,36,High,14
12875,651,47,High,13
12876,391,37,Medium,11
12877,909,34,Low,25
12878,841,13,Low,60
12879,270,46,Low,6
12880,122,9,Low,9
12881,795,45,High,19
12882,821,16,Low,47
12883,674,7,Medium,93
12884,95,41,High,1
12885,323,41,Medium,9
12886,604,13,Medium,45
12887,257,44,High,6
12888,978,34,Low,30
12889,910,33,Medium,28
12890,664,18,Medium,31
12891,173,3,Low,42
12892,378,9,Low,38
12893,236,19,Low,11
12894,592,30,Medium,20
12895,717,24,High,31
12896,810,7,Low,105
12897,948,7,Medium,132
12898,935,43,Low,20
12899,831,48,Medium,15
12900,491,10,Medium,43
12901,266,6,Medium,42
12902,960,29,Low,31
12903,51,4,High,11
12904,585,30,Low,16
12905,767,42,High,19
12906,760,40,Medium,19
12907,405,20,Low,20
12908,675,8,Medium,76
12909,841,9,Low,87
12910,716,46,Medium,15
12911,214,6,High,33
12912,783,43,Medium,19
12913,140,27,Low,4
12914,216,2,Medium,76
12915,256,23,High,10
12916,331,41,High,6
12917,937,24,Medium,36
12918,565,43,Low,14
12919,206,6,Medium,29
12920,810,45,High,19
12921,818,42,Low,19
12922,796,35,High,22
12923,355,41,Medium,7
12924,927,27,High,35
12925,444,34,Medium,12
12926,123,28,Low,4
12927,236,18,Medium,14
12928,623,28,Medium,21
12929,386,13,Low,28
12930,725,22,Low,31
12931,617,14,High,42
12932,672,7,Medium,97
12933,779,16,Medium,48
12934,289,42,High,7
12935,582,19,Medium,32
12936,190,37,Medium,5
12937,314,9,Low,35
12938,188,21,Low,10
12939,508,6,Low,75
12940,119,7,High,16
12941,434,31,Low,10
12942,679,30,High,24
12943,247,11,Low,21
12944,254,24,Medium,8
12945,775,43,Medium,14
12946,617,9,Low,64
12947,854,32,High,26
12948,736,3,Medium,202
12949,908,49,Low,18
12950,931,30,Low,32
12951,689,24,Medium,30
12952,480,22,Low,21
12953,939,29,Medium,34
12954,374,5,Low,70
12955,491,46,Medium,8
12956,853,31,High,26
12957,337,10,Low,36
12958,275,28,Low,10
12959,113,7,Low,18
12960,609,31,Low,17
12961,763,32,Low,23
12962,547,29,Medium,20
12963,898,9,Low,89
12964,975,30,Low,32
12965,109,30,High,3
12966,446,28,High,16
12967,306,33,Medium,9
12968,626,44,High,15
12969,288,42,High,7
12970,850,49,Low,17
12971,87,48,Low,5
12972,74,38,Low,1
12973,459,47,High,11
12974,510,43,Low,9
12975,620,36,High,16
12976,466,4,Low,99
12977,406,3,High,119
12978,432,42,Medium,6
12979,858,24,Medium,33
12980,207,40,Low,3
12981,618,16,High,40
12982,482,20,Medium,21
12983,97,35,Medium,4
12984,377,45,Low,9
12985,482,5,Low,89
12986,480,43,High,9
12987,105,39,Medium,2
12988,626,16,High,37
12989,317,18,High,15
12990,118,3,Low,35
12991,951,24,High,36
12992,650,5,Medium,114
12993,498,10,High,46
12994,842,42,Medium,20
12995,306,28,Medium,14
12996,721,32,High,19
12997,539,10,High,52
12998,795,41,Medium,19
12999,692,43,High,14
13000,98,26,Medium,4
13001,708,45,High,12
13002,365,42,Medium,7
13003,462,36,Medium,7
13004,483,36,Low,12
13005,51,6,High,5
13006,890,14,Medium,62
13007,194,4,Medium,48
13008,469,8,High,53
13009,622,44,High,13
13010,834,12,Low,64
13011,610,48,High,12
13012,893,30,Low,29
13013,493,12,High,40
13014,965,25,Low,36
13015,483,11,High,43
13016,692,49,Low,13
13017,604,42,Medium,14
13018,106,2,Low,48
13019,611,47,Low,8
13020,227,36,Medium,1
13021,342,5,High,68
13022,95,33,Medium,2
13023,320,11,Medium,25
13024,466,38,Low,13
13025,897,5,Medium,169
13026,188,24,High,9
13027,296,1,Low,194
13028,197,48,Low,3
13029,279,37,Medium,8
13030,841,8,Low,94
13031,686,17,High,38
13032,753,8,Low,85
13033,423,38,Medium,11
13034,129,3,Medium,31
13035,655,42,Medium,14
13036,787,47,Low,17
13037,114,34,Medium,4
13038,137,11,Low,12
13039,137,18,Medium,6
13040,762,24,Medium,31
13041,775,30,Medium,26
13042,253,33,High,7
13043,962,28,High,31
13044,431,18,Medium,21
13045,650,44,Medium,14
13046,525,4,Low,101
13047,622,23,Low,27
13048,832,39,High,19
13049,655,3,Low,162
13050,868,35,Low,27
13051,588,41,Low,13
13052,263,33,Low,8
13053,123,1,High,76
13054,110,9,High,14
13055,747,17,Low,40
13056,592,12,Low,47
13057,268,48,High,5
13058,61,32,Medium,6
13059,863,15,Low,51
13060,464,46,Medium,9
13061,81,37,Low,2
13062,209,14,High,13
13063,286,19,Low,11
13064,788,10,Medium,69
13065,230,48,High,1
13066,878,26,Low,35
13067,607,44,Low,13
13068,390,17,High,18
13069,507,43,Low,14
13070,129,3,High,39
13071,696,49,Low,14
13072,821,45,High,18
13073,869,18,Low,46
13074,808,38,High,19
13075,522,37,High,10
13076,720,45,Low,13
13077,764,16,High,47
13078,161,23,Low,7
13079,341,43,Low,7
13080,999,39,Low,25
13081,680,42,Low,16
13082,432,3,High,129
13083,66,39,Medium,2
13084,542,11,Medium,46
13085,380,15,Medium,25
13086,975,25,Low,35
13087,788,23,High,31
13088,922,26,Low,33
13089,535,27,High,19
13090,455,17,Medium,26
13091,166,9,Medium,15
13092,604,38,Medium,12
13093,929,20,Low,47
13094,164,25,Low,6
13095,844,32,High,25
13096,598,45,High,13
13097,863,35,Medium,22
13098,674,3,Low,210
13099,596,42,Low,15
13100,693,49,High,13
13101,385,24,High,15
13102,385,48,Low,7
13103,971,27,Low,37
13104,938,23,High,40
13105,789,17,Low,46
13106,196,33,Low,6
13107,171,12,Medium,13
13108,130,6,Low,24
13109,715,15,Low,47
13110,711,20,High,38
13111,424,28,Medium,17
13112,619,15,High,41
13113,553,15,Medium,40
13114,717,22,Low,31
13115,498,6,Medium,82
13116,477,13,Medium,36
13117,476,28,Low,17
13118,470,37,Medium,12
13119,371,10,High,34
13120,962,19,Medium,51
13121,215,42,High,2
13122,646,39,Medium,17
13123,698,4,High,172
13124,510,18,Medium,25
13125,508,47,High,9
13126,238,20,High,11
13127,513,26,Medium,19
13128,961,18,Low,48
13129,428,30,Low,13
13130,51,48,Medium,4
13131,667,49,Medium,16
13132,413,38,Low,14
13133,121,20,Low,7
13134,476,25,High,17
13135,687,18,High,37
13136,219,49,High,5
13137,254,35,Low,6
13138,874,22,Medium,34
13139,386,1,High,244
13140,521,26,Medium,18
13141,244,49,Low,6
13142,719,26,High,23
13143,702,9,Low,69
13144,324,2,Medium,156
13145,56,18,High,4
13146,954,45,Medium,22
13147,615,49,Medium,12
13148,665,47,High,14
13149,903,36,High,25
13150,622,29,High,21
13151,648,27,High,21
13152,819,35,High,26
13153,227,21,High,10
13154,291,33,High,8
13155,252,6,Low,35
13156,592,14,Medium,42
13157,850,41,Low,17
13158,511,45,Medium,10
13159,572,2,Low,223
13160,466,46,Medium,10
13161,815,35,Medium,24
13162,433,21,High,20
13163,440,30,High,15
13164,945,22,Medium,39
13165,848,23,Low,35
13166,737,44,Medium,19
13167,175,8,Low,20
13168,543,6,Low,87
13169,96,1,Medium,85
13170,767,16,Low,49
13171,525,8,Medium,64
13172,998,11,Medium,85
13173,513,12,Medium,41
13174,836,17,Medium,48
13175,172,30,High,3
13176,523,28,Low,18
13177,183,5,Low,33
13178,668,30,High,23
13179,866,49,High,16
13180,890,47,High,18
13181,898,39,Medium,21
13182,656,18,Medium,34
13183,829,4,High,203
13184,72,15,Low,4
13185,615,16,Low,34
13186,935,26,Medium,37
13187,815,33,Medium,23
13188,284,37,High,6
13189,108,13,High,13
13190,213,16,Low,12
13191,820,16,Low,51
13192,875,18,High,48
13193,265,49,Low,3
13194,232,39,Low,7
13195,618,48,Medium,14
13196,706,34,High,22
13197,984,20,High,48
13198,139,20,High,4
13199,360,24,Medium,15
13200,606,21,High,25
13201,306,41,Low,9
13202,582,23,Medium,26
13203,582,15,Medium,38
13204,101,38,High,2
13205,387,42,Low,9
13206,220,21,High,10
13207,997,33,Low,31
13208,116,3,High,29
13209,674,26,Low,29
13210,349,3,Low,109
13211,827,31,Medium,23
13212,881,15,High,54
13213,281,37,High,9
13214,886,44,High,20
13215,117,7,Medium,15
13216,555,36,Low,17
13217,77,26,Medium,7
13218,998,6,Medium,151
13219,677,32,Low,22
13220,100,30,High,2
13221,742,26,Medium,29
13222,309,46,Low,5
13223,834,49,High,18
13224,669,25,Low,24
13225,635,6,Low,94
13226,736,24,Low,30
13227,233,9,High,20
13228,72,30,High,3
13229,835,34,Low,26
13230,178,23,Low,4
13231,340,5,High,60
13232,881,23,High,37
13233,550,4,High,108
13234,235,34,Medium,10
13235,528,39,High,15
13236,620,48,Low,15
13237,541,8,High,65
13238,562,27,Low,17
13239,692,28,Low,24
13240,116,46,Low,2
13241,854,31,High,28
13242,516,8,High,62
13243,334,22,High,17
13244,650,33,High,18
13245,466,35,High,14
13246,149,43,Medium,1
13247,238,9,High,24
13248,939,47,Medium,17
13249,907,3,Low,232
13250,437,49,Low,6
13251,290,43,Low,7
13252,831,33,Low,26
13253,780,37,Medium,21
13254,466,4,Medium,100
13255,225,5,High,39
13256,436,5,Low,82
13257,520,27,Low,17
13258,902,11,Medium,75
13259,282,43,Low,6
13260,712,22,Medium,33
13261,501,35,Medium,17
13262,326,32,Low,10
13263,278,16,High,13
13264,220,12,Medium,16
13265,784,17,Medium,46
13266,262,40,Medium,8
13267,331,29,Low,9
13268,90,13,Low,10
13269,171,41,Medium,2
13270,276,3,High,74
13271,343,35,Low,10
13272,649,22,High,28
13273,316,36,High,7
13274,590,46,Low,12
13275,808,37,Medium,23
13276,877,22,High,42
13277,500,8,Medium,60
13278,498,40,High,11
13279,805,23,Medium,34
13280,110,4,Low,27
13281,551,36,High,16
13282,196,15,High,15
13283,735,3,High,218
13284,994,45,Medium,23
13285,839,24,High,34
13286,383,14,High,28
13287,930,36,Medium,20
13288,940,44,Medium,22
13289,191,1,Low,189
13290,193,38,High,5
13291,914,11,High,82
13292,382,24,Low,11
13293,546,5,Low,102
13294,445,37,High,14
13295,104,42,Medium,5
13296,356,6,High,57
13297,919,41,Low,22
13298,472,38,High,14
13299,466,17,High,24
13300,722,34,High,22
13301,374,46,Low,10
13302,759,27,Low,26
13303,720,31,Medium,26
13304,129,33,Low,6
13305,161,42,Medium,4
13306,607,30,Low,23
13307,914,45,Medium,24
13308,766,29,Medium,25
13309,613,9,High,64
13310,699,45,Medium,17
13311,521,34,Medium,10
13312,602,49,High,10
13313,528,4,Medium,113
13314,638,22,Medium,26
13315,436,12,Medium,31
13316,748,31,Low,22
13317,931,40,Low,25
13318,613,48,High,11
13319,979,23,Medium,44
13320,482,39,High,12
13321,461,45,Low,13
13322,516,34,Medium,14
13323,648,12,Medium,51
13324,670,30,High,22
13325,958,48,Medium,19
13326,786,49,Low,17
13327,297,32,High,10
13328,630,44,High,14
13329,169,10,Medium,11
13330,116,13,Low,6
13331,622,47,Medium,11
13332,376,7,High,49
13333,969,10,High,93
13334,752,21,Low,33
13335,519,29,High,15
13336,542,30,Low,19
13337,750,15,Medium,47
13338,712,46,Low,10
13339,335,45,Medium,7
13340,963,20,Medium,46
13341,657,22,High,31
13342,361,35,Medium,8
13343,358,33,High,10
13344,824,19,Low,42
13345,146,21,Low,2
13346,162,18,Medium,7
13347,686,12,Low,53
13348,505,23,Medium,20
13349,512,34,Low,13
13350,997,37,Medium,26
13351,181,39,Medium,5
13352,979,19,Low,51
13353,978,38,Low,26
13354,170,1,Low,131
